parksid,gardenname,jurisdiction,borough,address,cross_streets,zipcode,bbl,lotsize,areacovered,status,openhrssu,openhrsm,openhrstu,openhrsw,openhrsth,openhrsf,openhrssa,coundist,communityboard,nta,census_tract,congressionaldist,assemblydist,statesenatedist,policeprecinct,longitude,latitude,point_geometry_wgs84
XGT006,Fordham Bedford Lot-Busters,BLT,Bronx,2599 Bainbridge Avenue,At W. 193rd Street,10458,2032930063,,,Active,,,,,,,,15,207,BX05 /,399.01,13,78,33,52,-73.892627,40.864227,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\xB4!\xFF\xCC yR\xC0\xFA\xA8\x86\xFD\x9EnD@
X364-GT001,Havemeyer Garden Association,DPR,Bronx,512 Havemeyer Avenue,Randall & Lacombe,10473,2035400001,,,Active,,9:00 a.m.- 6:00 p.m.,9:00 a.m.- 6:00 p.m.,9:00 a.m.- 6:00 p.m.,9:00 a.m.- 6:00 p.m.,9:00 a.m.- 6:00 p.m.,9:00 a.m.- 6:00 p.m.,18,209,BX09 /,90.0,14,87,34,43,-73.84454,40.817606,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00|\x0A\x80\xF1\x0CvR\xC0\xB6\x81;P\xA7hD@
X358-GT001,College Avenue Garden,DPR,Bronx,1420 College Avenue,E. 170th & E. 171st Streets,10456,2027840004,,,Active,,,11:00 a.m. - 3:00 p.m.,12:00 p.m. - 4:00 p.m.,10:00 a.m. - 4:00 p.m.,12:00 p.m. - 3:00 p.m..,11:00 a.m. - 4:00 p.m.,16,204,BX14 /,225.0,15,77,32,44,-73.909923,40.838033,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x005\xB8\xAD-<zR\xC0\x02\xFCS\xAADkD@
X332-GT001,Schomburg Arts Garden,DPR,Bronx,1009 Rev James A Polite Ave,Corner of Rev. James A. Polite & 164th St,10459,2026900135,,,Active,1:00 p.m. - 6:00 p.m.,12:00 p.m. - 2:30 p.m.,1:00 p.m. - 3:30 p.m.,CLOSED,CLOSED,CLOSED,CLOSED,17,202,BX33 /,129.01,15,85,32,41,-73.898893,40.823488,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\x9Df\x81v\x87yR\xC0\xFFR\x06\x0EhiD@
X326-GT001,Hispanos Unidos,DPR,Bronx,2035 Honeywell  Avenue,corner of E 179th Street,10460,2031230074,,,Active,2:00 p.m. - 7:00 p.m.,11:00 a.m. - 4:00 p.m.,11:00 a.m. - 4:00 p.m.,11:00 a.m. - 4:00 p.m.,11:00 a.m. - 4:00 p.m.,2:00 p.m. - 7:00 p.m.,2:00 p.m. - 7:00 p.m.,15,206,BX17 /,363.0,15,87,32,48,-73.88353,40.844078,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00;\xC2i\xC1\x8BxR\xC0\xF5\xA2v\xBF\x0AlD@
X324-GT001,Green Patch on Walton,DPR,Bronx,110 East 176th Street,At Walton Avenue,10453,2028260021,,,Active,10:00 a.m. - 12:00 p.m.,CLOSED,CLOSED,9:00 a.m. - 1:00 p.m.,CLOSED,1:00 p.m. - 4:00 p.m.,11:00 a.m. - 3:00 p.m.,14,205,BX41 /,227.01,15,77,33,46,-73.909331,40.847916,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00K\x8F\xA6z2zR\xC0\xA8\xE0\xF0\x82\x88lD@
X321-GT001,Claremont Neighborhood Garden,DPR,Bronx,1280 Teller Avenue,At 169th Street,10456,2024310020,,,Active,,,8:00 a.m. - 2:00 p.m.,8:00 a.m. -2:00 p.m.,,8:00 a.m. - 2:00 p.m.,12:00 p.m. - 5:00 p.m.,16,204,BX14 /,177.01,15,77,32,44,-73.910203,40.834136,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00&n\x15\xC4@zR\xC0I5\xEC\xF7\xC4jD@
X318-GT001,Franklin Memorial Garden,DPR,Bronx,1058 Cauldwell Ave,165th & 166th Streets & Boston Rd,10456,2026330008,,,Active,10:00 a.m. - 1:00 p.m.,1:00 p.m. - 5:00 p.m.,1:00 p.m. - 5:00 p.m.,1:00 p.m. - 5:00 p.m.,1:00 p.m. - 5:00 p.m.,1:00 p.m. - 5:00 p.m.,10:00 a.m. - 2:00 p.m.,17,203,BX35 /,185.02,15,79,32,42,-73.905613,40.826282,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00Gu:\x90\xF5yR\xC0\x01\xA3\xCB\x9B\xC3iD@
X252-GT002,Farm in the Bronx,DPR,Bronx,2179 Washington Avenue,At Washington Avenue in Bathgate Playground,10457,2030490001,,,Active,1:00 p.m.- 6:00 p.m.,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,1:00 p.m.- 6:00 p.m.,15,206,BX01 /,395.0,15,86,32,48,-73.894669,40.853797,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\xAE\xEF\xC3AByR\xC0!6X8ImD@
X145-GT001,La Finca Del Sur,DPR/MTA,Bronx,175 East 138th Street,corner of Grand Concourse and 138th St.,10451,2023230112,,,Active,10:00 a.m. - 4:00 p.m.,10:00 a.m. - 2:00 p.m.,CLOSED,10:00 a.m. - 1:00 p.m,CLOSED,TBD (4 hours),10:00 a.m. - 3:00 p.m.,8,201,BX39 /,51.0,15,84,29,40,-73.929667,40.812889,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\xE8J\x04\xAA\x7F{R\xC0\x9B#+\xBF\x0ChD@
X001A-GT001,Eternal Life Community Garden,DPR,Bronx,1810 University Avenue,Dr. MLK JR Blvd and Morton PL,10453,2028680003,,,Active,10:00 a.m. - 5:00 p.m.,CLOSED,CLOSED,4:00 p.m. - 6:00 p.m.,CLOSED,CLOSED,CLOSED,14,205,BX36 /,243.0,13,86,31,46,-73.914818,40.85081,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\xB2\xF2\xCB`\x8CzR\xC0\x0C\x8E\x92W\xE7lD@
XGT009,Bathgate Community Garden,NYRP,Bronx,1818 Bathgate Avenue,"E 175th & E 176th, just North of Cross Bronx",10457,2029230008,,,Active,,,,,,,,15,206,BX01 /,395.0,15,86,32,48,-73.897827,40.844874,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\xD0\x9D`\xFFuyR\xC0\xD1\x9E\xCB\xD4$lD@
XGT008,The Classics Bronx Community Garden,BLT,Bronx,551 Cauldwell Avenue,E. 149th Street & Westchester Avenue,10455,2026230058,,,Active,,,,,,,,17,201,BX34 /,73.0,15,84,29,40,-73.911053,40.814179,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\x0D\xFB=\xB1NzR\xC0\x85\x0By\x047hD@
XGT005,Bruckner Mott Haven Garden,BLT,Bronx,179 Bruckner Blvd,Bruckner & Cypruss,10454,2025640010,,,Active,,,,,,,,8,201,BX39 /,27.01,15,84,29,40,-73.914592,40.803815,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\xBAK\xE2\xAC\x88zR\xC0c\x84\xF0h\xE3fD@
BGT177,MoCADA Ubuntu Garden,PRI,Brooklyn,48 Lafayette Avenue,Fort Greene Pl,11217,3021120031,1700.0,Full Lot,Active,"11:00am - 2:30pm, 3:30pm - 7:00pm",,,,"11:00am - 2:30pm, 3:30pm - 7:00pm","11:00am - 2:30pm, 3:30pm - 7:00pm","11:00am - 2:30pm, 3:30pm - 7:00pm",35,302,BK68 /,35.0,10,57,26,88,-73.97679,40.686825,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\xD4C4\xBA\x83~R\xC0\x9E\x89\xB0\xE1\xE9WD@
BGT056,Warren-St.Marks Community Garden,BANG,Brooklyn,623 Warren Street,b/w 4th & 5th avenue,11217,3009340019,,,Active,9:00a - 6:00p,,,,,,9:00a - 6:00p,39,306,BK37 /,129.01,10,52,26,78,-73.979355,40.681031,"\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00$\x0B\x98\xC0\xAD~R\xC0\xF5G\x18\x06,WD@"
BGT050,Rogers/Tilden/Veronica Place Garden,BQLT,Brooklyn,2601 Tilden Avenue.,btw Rogers Ave. and Veronica Place,11226,3051280070,,,Active,10:00a - 5:00p,2:00p - 6:00p,2:00p - 6:00p,2:00p - 6:00p,9:00a - 2:00p,9:00a - 2:00p,10:00a - 5:00p,40,317,BK95 /,794.0,9,42,21,67,-73.952508,40.647004,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00jK\x1D\xE4\xF5|R\xC0\xC90\xEE\x06\xD1RD@
BGT042,Mama Dee's Community Garden,BQLT,Brooklyn,1397 Bedford Avenue,"corner of St. Mark""s Ave.",11216,3012250010,,,Active,,,,,,,,36,308,BK61 /,221.0,9,57,20,77,-73.953076,40.675224,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\x8F\xA6z2\xFF|R\xC0\xB6\xBCr\xBDmVD@
BGT030,Imani Community Garden (Schenectady),NYRP,Brooklyn,87 Schenectady Avenue,btw Pacific St. and Dean St.,11213,3013420005,2050.0,Full Lot,Active,,,,,,,,36,308,BK61 /,309.0,9,56,20,77,-73.93289,40.676314,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\xFD0Bx\xB4{R\xC0\xD9\xE9\x07u\x91VD@
BGT021,Patchen Avenue Garden,BQLT,Brooklyn,49 Patchen Avenue,btw Lexington Ave. and Greene Ave.,11221,3016230004,,,Active,,,,,,,,41,303,BK35 /,387.0,8,56,25,81,-73.927322,40.690732,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00 \xB7_>Y{R\xC0}&\xFB\xE7iXD@
BGT018,Woodbine Street Block Association Garden,BQLT,Brooklyn,146 Woodbine Street,btw Central Ave. and Evergreen Ave.,11221,3033590028,,,Active,,,,,,,,37,304,BK78 /,415.0,7,54,18,83,-73.916401,40.692512,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00dAaP\xA6zR\xC05\x0B\xB4;\xA4XD@
BGT014,Scholes Street Children’s Garden,NYRP,Brooklyn,134 Scholes Street,btw Graham and Manhattan,11206,3030430014,,,Active,2:00 p.m. to 6:00 p.m.,2:00 p.m. to 6:00 p.m.,2:00 p.m. to 6:00 p.m.,2:00 p.m. to 6:00 p.m.,2:00 p.m. to 6:00 p.m.,2:00 p.m. to 6:00 p.m.,2:00 p.m. to 6:00 p.m.,34,301,BK90 /,505.0,7,53,18,90,-73.944309,40.708478,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00b\x14\x04\x8Fo|R\xC0\xBC\xF77h\xAFZD@
BGT008,Madison Street Association,NYRP,Brooklyn,974 Madison Street,,11221,3033660023,,,Active,,,,,,,,37,304,BK78 /,397.0,7,54,18,83,-73.918854,40.688824,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\x1F\xF3\x01\x81\xCEzR\xC0\x95Y\x84b+XD@
BGT003,Decatur Street Community Garden,NYRP,Brooklyn,1052 Decatur Street,Bushwick & Evergreen Avenues,11207,3034330014,,,Active,,,,,,,,37,304,BK78 /,403.0,7,54,18,83,-73.910071,40.68584,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00o\x82o\x9A>zR\xC0\xF5$\xE9\x9A\xC9WD@
B584-GT001,Moffat Street Community Garden,DPR,Brooklyn,9 Moffat Street,Broadway and Bushwick Ave.,11207,3034380001,,,Active,10:00 a.m. - 12:30 p.m.,10:00 a.m. - 12:00 p.m.,8:30 a.m. - 9:30 a.m.,9:30 a.m. - 10:30 a.m.,10:00 a.m. - 12:00 p.m.,11:00 a.m. - 12:00 a.m.,10:00 a.m. - 1:30 p.m.,37,304,BK78 /,403.0,7,54,18,83,-73.910654,40.683581,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00.\xFE\xB6\x27HzR\xC0_\x95\x0B\x95\x7FWD@
B577-GT001,EL Garden,DPR,Brooklyn,120 Jefferson Street,Central Ave. and Evergreen Ave.,11206,3031720012,5000.0,,Active,9:00 a.m. to 11:00 a.m.; 4:00 p.m. to,11:00 a.m. - 2:00 p.m. & 5:30 p.m. - 6:30 p.m.,1:00 p.m. to 3:00 p.m. & 4:00 p.m.-5:00 p.m.,3:30 p.m. to Sunset,10:00 a.m. to 12:00 p.m.; 4:00 p.m. to,,,34,304,BK78 /,425.0,7,53,18,83,-73.930605,40.69952,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\xA0\x1FF\x08\x8F{R\xC0\xEFr\x11\xDF\x89YD@
B576-GT001,Tranquility Farm (Willoughby Ave. Garden),DPR,Brooklyn,267 Throop Avenue,Vernon Ave. & Willoughby Ave.,11206,3017610074,,,Active,9:00 a.m. - 11:30 a.m.,8:00 a.m. - 9:00 a.m.,8:00 a.m. - 9:00 a.m.,8:00 a.m. - 9:00 a.m.,8:00 a.m. - 9:00 a.m.,8:00 a.m. - 9:00 a.m.,9:00 a.m. - 11:30 a.m.,36,303,BK35 /,283.0,8,56,25,79,-73.943098,40.694831,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\x13\xBB\xB6\xB7[|R\xC0\x9B\x9F\xE28\xF0XD@
B572-GT001,Hattie Carthan Herban Farm,DPR,Brooklyn,49 Van Buren St,Tompkins Ave and Throop Ave,11221,3017910063,,,Active,10:00 a.m. - 7:00 p.m.,CLOSED,10:00 a.m. - 2:00 p.m.,CLOSED,CLOSED,CLOSED,CLOSED,36,303,BK75 /,263.0,8,56,25,79,-73.943578,40.690255,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00h\xCE\xFA\x94c|R\xC0Cs\x9DFZXD@
B564-GT001,Positive Seeds of Life Garden,DPR,Brooklyn,554 Snediker Avenue,Newport Ave. and Riverdale Ave.,11207,3003833043,,,Active,CLOSED,12:00 p.m. - 4:00 p.m.,12:00 p.m. - 4:00 p.m.,12:00 p.m. - 4:00 p.m.,12:00 p.m. - 4:00 p.m.,12:00 p.m. -  4:00 p.m.,11:00 p.m.  - 4:00 p.m.,42,305,BK85 /,1132.0,8,60,19,75,-73.899215,40.661279,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\xA6D\x12\xBD\x8CyR\xC0\x0BDO\xCA\xA4TD@
B556-GT001,Know Waste Lands,DPR,Brooklyn,1278 Myrtle Avenue,Union Ave. and Central Ave.,11221,3003232042,,,Active,10:00a - 1:00p,,,,8:00a - 4:00p,,10:00a - 3:00p,34,304,BK78 /,423.0,7,53,18,83,-73.925926,40.697859,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\x08! _B{R\xC0\x12\x1C\x97qSYD@
B545-GT001,Nos Cuidamos Community Garden,DPR,Brooklyn,104 Moore Street,Graham Ave. & Humbolt Street,11206,3031060018,,,Active,1 p.m. to 6 p.m.,,,,,2 p.m. to 6 p.m.,1 p.m. to 6 p.m.,34,301,BK90 /,491.0,7,53,18,90,-73.941316,40.703668,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\xE6\xCCv\x85>|R\xC0\xF1\x9E\x03\xCB\x11ZD@
B530-GT001,Seasons of Vision Garden,DPR,Brooklyn,9-11 Rochester Avenue,Herkimer St & Fulton St,11233,3017030002,,,Active,12:00 p.m. - 2 :30 p.m.,,,,,,,41,303,BK61 /,299.0,8,56,20,81,-73.927086,40.678806,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\x16\xA5\x84`U{R\xC0\x10*q\x1D\xE3VD@
B526-GT001,Cleveland Street Vegetable Garden,DPR,Brooklyn,433 Cleveland Street,Pitkin & Glenmore Avenues,11208,3040010002,,,Active,9:30 a.m. - 10:30 a.m. & 1:00 p.m. - 2:30 p.m.,9:00 a.m. - 10:30 a.m. & 12:00 p.m. - 1:30 p.m.,8:00 a.m. - 9:30 a.m. & 1:00 p.m. - 2:30 p.m.,10:00 a.m. - 11:30 a.m. & 2:00 p.m. - 3:30 p.m.,8:00 a.m. - 9:30 a.m. & 3:00 p.m. - 4:30 p.m.,8:00 a.m. - 9:30 a.m. & 1:00 p.m. - 2:30 p.m.,8:00 a.m. - 9:30 a.m. & 3:00 p.m. - 4:30 p.m.,42,305,BK82 /,1166.0,8,54,19,75,-73.884083,40.674195,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\xC6\xFC\xDC\xD0\x94xR\xC07\x10\x92\x05LVD@
B525-GT001,Sumpter Street Community Garden,DPR,Brooklyn,182 Sumpter Street,Howard & Saratoga,11233,3015250028,,,Active,11:00 p.m. - 3:00 p.m.,11:00 a.m. - 3:00 p.m.,11:00 p.m. - 3:00 p.m.,11:00 p.m. - 3:00 p.m.,11:00 p.m. - 3:00 p.m.,11:00 p.m. - 3:00 p.m.,11:00 p.m. - 3:00 p.m.,41,303,BK35 /,379.0,8,55,25,81,-73.917527,40.680043,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\x9C\x8C*\xC3\xB8zR\xC0\xD7o&\xA6\x0BWD@
B518-GT001,Gates Harvest Garden,DPR,Brooklyn,953 Gates Avenue,Patchen & Malcolm X,11221,3016320046,,,Active,10:00 a.m. - 1:00 p.m.,CLOSED,10:00 a.m. - 12:00 p.m. & & 3:00 p.m. - 5:00 p.m.,5:00 p.m. - 6:00 p.m.,2:00 p.m. - 4:00 p.m.,10:00 a.m. - 12:00 p.m. & 4:00 p.m. - 6:00 p.m.,10:00 a.m. - 1:00 p.m.,36,303,BK35 /,387.0,8,56,25,81,-73.927645,40.689085,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\x11S\x22\x89^{R\xC0\x04\x95\xF1\xEF3XD@
B517-GT001,Phoenix Community Garden,DPR,Brooklyn,16 Somers Street,Corner of Fulton & Somers,11233,3015410007,1737.0,Full Lot,Active,11:00 a.m. - 3:00 p.m.,CLOSED,CLOSED,CLOSED,5:00 p.m. - 7:00 p.m.,CLOSED,11:00 a.m. - 4:00 p.m.,41,316,BK79 /,371.0,8,55,25,73,-73.912521,40.67859,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00r\xFAz\xBEfzR\xC0B\xB2\x80\x09\xDCVD@
B513-GT001,Newport Garden,DPR,Brooklyn,195 Newport Street,btw Alabama Ave. and Georgia Ave.,11212,3036030007,6000.0,Full Lot,Active,10:00 a.m. - 3:00 p.m.,10:00 a.m.- 1:00 p.m.,11:00 a.m. - 2:00 p.m.,11:00 a.m. - 2:00 p.m.,10:00 a.m. - 2:00 p.m.,11:00 a.m. - 3:00 p.m.,10:00 a.m. - 3:00 p.m.,41,316,BK81 /,916.0,8,55,19,73,-73.907878,40.659697,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\x81\xB0S\xAC\x1AzR\xC0y\x22\x88\xF3pTD@
B510-GT001,Fred McLeod Community Garden,DPR,Brooklyn,1833 Strauss Street,btw East New York Ave. and Pitkin Ave.,11212,3034940004,10000.0,Full Lot,Active,12:00 p.m. - 4:00 p.m.,12:00 p.m. - 4:00 p.m.,CLOSED,CLOSED,CLOSED,CLOSED,12:00 p.m. - 4:00 p.m.,41,316,BK81 /,902.0,8,55,25,73,-73.916462,40.669343,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\xB6\x81;P\xA7zR\xC09g\x0B\x08\xADUD@
B507-GT002,Garden of Life (Brooklyn),DPR,Brooklyn,762 Herkimer Street,Corner of Hunterfly Place,11233,3017080035,,,Active,1:00 p.m. - 2:30 p.m.,1:00 p.m. - 2:30 p.m.,8:00 a.m. - 9:30 a.m.,8:00 a.m. - 9:30 a.m.,1:00 p.m. - 2:30 p.m.,1:00 p.m. - 2:30 p.m.,8:00 a.m. - 9:30 a.m.,36,303,BK61 /,299.0,8,56,20,81,-73.928309,40.678288,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00G\xE5&ji{R\xC0y\xA2$$\xD2VD@
B501-GT001,Tehuti Ma’at Community Garden,DPR,Brooklyn,455 Ralph Avenue,St. Marks & Prospect Pl,11233,3014570013,2338.0,Full Lot,Active,11:00 a.m. - 1:00 p.m,11:00 a.m. - 1:00 p.m.,11:00 a.m. - 1:00 p.m.,11:00 a.m. - 1:00 p.m.,11:00 a.m. - 1:00 p.m.,CLOSED,11:00 a.m. - 1:00 p.m.,41,316,BK79 /,363.0,9,55,25,73,-73.921865,40.673546,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\xEE\x94\x0E\xD6\xFFzR\xC0\x00-]\xC16VD@
B494-GT001,T&T Vernon Block Community Garden,DPR,Brooklyn,200 Vernon Avenue,Tompkins & Throop,11206,3017600038,,,Active,10:00 a.m.- 3:00 p.m.,6:00 p.m. - 7:00 p.m.,6:00 p.m. - 7:00 p.m.,6:00 p.m. - 7:00 p.m.,6:00 p.m. - 7:00 p.m.,6:00 p.m. - 7:00 p.m.,,36,303,BK75 /,259.01,8,56,25,79,-73.943863,40.694998,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\xE29[@h|R\xC0\x8Bd\xC8\xB1\xF5XD@
B490-GT001,Santos Community Garden,DPR,Brooklyn,2110 Mermaid Avenue,W. 21st Street & W. 22nd Street,11224,3070580009,1540.0,Full Lot,Active,5:00 p.m. - 8:00 p.m.,5:00 p.m. - 8:00 p.m.,CLOSED,5:00 p.m. - 8:00 p.m.,5:00 p.m. - 8:00 p.m.,5:00 p.m. - 8:00 p.m.,5:00 p.m. - 8:00 p.m.,47,313,BK21 /,326.0,8,46,23,60,-73.988261,40.576031,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00b\xBA\x10\xAB?\x7FR\xC0\xB7=Ab\xBBID@
B488-GT001,Red Gate Garden,DPR,Brooklyn,604 Marcy Avenue,At Willoughby Avenue,11206,3017660043,,,Active,11:00 a.m. - 7:00 p.m.,,,,,4:00 p.m. - 8:00 p.m.,11:00 a.m. - 7:00 p.m.,36,303,BK75 /,253.0,8,56,25,79,-73.94919,40.693747,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00.\xECi\x87\xBF|R\xC0[Y\xA2\xB3\xCCXD@
B476-GT001,Eden Community Garden,DPR,Brooklyn,2084 Pacific Street,Saratoga Avenue & Thomas Boyland Blvd,11233,3014400012,8300.0,Full Lot,Inactive (No Group),11:00a - 3:00p,3:00p - 6:00p,,3:00p - 6:00p,3:00p - 6:00p,,,41,316,BK79 /,303.0,8,55,25,73,-73.916044,40.675571,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\x9Cl\x03w\xA0zR\xC0!\x90K\x1CyVD@
B475-GT001,Herbal Garden of East New York,DPR,Brooklyn,281 Schenck Avenue,Glenmore and Pitkin Ave.,11207,3039960009,,,Active,,,,,,10:00 a.m. - 6:00 p.m.,10:00 a.m. - 6:00 p.m.,42,305,BK82 /,1150.0,8,54,19,75,-73.888748,40.673947,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\xAB\x98J?\xE1xR\xC0_\x1E2\xE5CVD@
B452-GT001,Concerned Residents of Barbey Street,DPR,Brooklyn,351 Barbey Street,At Barbey Street,11207,3039970010,,,Active,CLOSED,11:00 a.m. - 2:00 p.m.,3:00 p.m - 6:00 p.m.,CLOSED,CLOSED,11:00 a.m - 4:00 p.m.,10::00 a.m. - 3:00 p.m.,42,305,BK82 /,1150.0,8,54,19,75,-73.887858,40.674119,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00|_\x5C\xAA\xD2xR\xC0\x5CN\x09\x88IVD@
B446-GT001,Big Red Community Garden,DPR,Brooklyn,436 Van Siclen Avenue,Blake & Sutter Avenues,11207,3040410052,,,Active,10:00 a.m. to 7:00 p.m.,10:00 a.m. to 7:00 p.m.,10:00 a.m. to 7:00 p.m.,10:00 a.m. to 7:00 p.m.,10:00 a.m. to 7:00 p.m.,10:00 a.m. to 7:00 p.m.,10:00 a.m. to 7:00 p.m.,42,305,BK82 /,1160.0,8,60,19,75,-73.889586,40.668733,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\xAF>\x1E\xFA\xEExR\xC0\xC4`\xFE\x0A\x99UD@
B428-GT001,Good Life Garden,DPR,Brooklyn,46 Goodwin Place,Grove street & Goodwin Pl,11221,3032930041,1425.0,,Active,10:00 a.m. - 4:00 p.m.,9:00 a.m. - 12:00 p.m.,CLOSED,CLOSED,CLOSED,CLOSED,10:00 a.m. - 4:00 p.m.,37,304,BK78 /,395.0,7,53,18,83,-73.923676,40.691237,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00h\x06\xF1\x81\x1D{R\xC0~d:tzXD@
B426-GT001,Powers Street Garden,DPR,Brooklyn,278 Powers Street,Olive & Bushwick Streets,11211,3029220021,,,Active,10:00 a.m. - 2:00 p.m.,CLOSED,CLOSED,CLOSED,CLOSED,8:00 a.m. - 8:00 p.m.,10:00 a.m. - 2:00 p.m.,34,301,BK90 /,481.0,7,53,18,90,-73.939674,40.712747,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\xB2\xB9j\x9E#|R\xC0:\xA9/K;[D@
B398-GT001,Kosciusko Street Garden and Learning Center,DPR,Brooklyn,385 Kosciusko Street,Marcus Garvey Blvd and Lewis Avenue,11221,3016010062,,,Active,4:00 p.m. - 7:00 p.m.,4:00 p.m. - 7:00 p.m.,4:00 p.m. - 7:00 p.m.,4:00 p.m. - 7:00 p.m.,4:00 p.m. - 7:00 p.m.,4:00 p.m. - 7:00 p.m.,4:00 p.m. - 7:00 p.m.,36,303,BK35 /,281.0,8,56,25,81,-73.939347,40.692232,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00 &\xE1B\x1E|R\xC0Q\x9F\xE4\x0E\x9BXD@
B142-GT001,La Casita Verde Community Garden,DPR,Brooklyn,451 Bedford Avenue,corner of Bedford ave and Division Ave.,11211,3021470001,,,Active,10:00 am  -  3:00 pm,CLOSED,10:00 am  - 1:00 pm,2:30 pm  -  6:30 pm,3:00 pm  -  6:00 pm,CLOSED,10:00 am  -  3:00 pm,34,301,BK73 /,547.0,7,50,18,90,-73.964324,40.707973,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\xDE\xAF\x02|\xB7}R\xC0\xBB\xB9\xF8\xDB\x9EZD@
